"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.496500522E2,-1.141409516E0,-6.793036461E-1,6.588954926E-1,1.482704420E0
2.496550881E2,-1.189940453E0,-8.038078547E-1,5.506143570E-1,1.537934172E0
2.496601241E2,-1.042968035E0,-8.829953671E-1,3.914518356E-1,1.421512462E0
2.496651601E2,-6.559180021E-1,-8.494652510E-1,7.858181000E-2,1.076101640E0
2.496701960E2,-2.207732201E-1,-7.789821625E-1,-3.306255341E-1,8.745669031E-1
2.496752320E2,2.096434832E-1,-6.967267990E-1,-8.267965317E-1,1.101349684E0
2.496802679E2,6.111314893E-1,-6.157193184E-1,-1.410191536E0,1.655666677E0
2.496853039E2,9.786914587E-1,-5.082633495E-1,-2.009381771E0,2.292113371E0
2.496903399E2,1.320180297E0,-3.804113865E-1,-2.488457680E0,2.842535921E0
2.496953758E2,1.534383297E0,-2.168633938E-1,-2.740390778E0,3.148190504E0
2.497004118E2,1.567775249E0,-1.193690300E-1,-3.036119461E0,3.419091923E0
2.497054478E2,1.337958574E0,-8.943772316E-2,-3.167919159E0,3.440035472E0
2.497104837E2,8.841715455E-1,-2.616643906E-3,-3.102597713E0,3.226124415E0
2.497155197E2,2.901570201E-1,9.736132622E-2,-2.916724682E0,2.932738173E0
2.497205556E2,-1.988451183E-1,2.858686447E-1,-2.629152298E0,2.652112756E0
2.497255916E2,-5.772501826E-1,5.803916454E-1,-2.325505733E0,2.465369983E0
2.497306276E2,-8.889501095E-1,8.502442837E-1,-1.947902679E0,2.303795236E0
2.497356636E2,-1.167647839E0,1.024849653E0,-1.546212673E0,2.191915126E0
2.497406995E2,-1.307807922E0,1.184909344E0,-1.249349594E0,2.162231746E0
2.497457355E2,-1.289881945E0,1.313373804E0,-1.045124054E0,2.116844460E0
2.497507714E2,-1.151294470E0,1.381870747E0,-9.741926193E-1,2.045506533E0
2.497558074E2,-8.693184853E-1,1.417320490E0,-9.935684204E-1,1.936928033E0
2.497608434E2,-5.672782660E-1,1.370310783E0,-1.120162964E0,1.858580464E0
2.497658793E2,-2.952073216E-1,1.222574234E0,-1.346916676E0,1.842829252E0
2.497709153E2,-8.970206976E-2,9.941954613E-1,-1.628514767E0,1.910112934E0
2.497759513E2,1.510737240E-1,8.126671314E-1,-1.850303173E0,2.026542121E0
2.497809873E2,4.193406105E-1,7.023367882E-1,-1.926435947E0,2.092911601E0
2.497860232E2,7.075474262E-1,5.652310848E-1,-1.959962845E0,2.159065514E0
2.497910591E2,9.579537511E-1,3.848657608E-1,-1.951015472E0,2.207319283E0
2.497960951E2,1.122757435E0,1.470015049E-1,-1.859025002E0,2.176733253E0
2.498011311E2,1.364506006E0,2.158808708E-2,-1.806087971E0,2.263690890E0
2.498061670E2,1.644948006E0,-7.008743286E-2,-1.761207104E0,2.410936883E0
2.498112030E2,1.895295382E0,-1.181080341E-1,-1.700619698E0,2.549157007E0
2.498162390E2,2.166855574E0,-1.434793472E-1,-1.567178726E0,2.678040059E0
2.498212750E2,2.432212830E0,-1.720707417E-1,-1.346787453E0,2.785516834E0
2.498263109E2,2.589307785E0,-1.845045090E-1,-1.018082619E0,2.788377474E0
2.498313469E2,2.571499109E0,-1.282238960E-1,-6.624212265E-1,2.658543007E0
2.498363828E2,2.378847837E0,3.458499908E-2,-2.772312164E-1,2.395197341E0
2.498414188E2,2.006911993E0,2.289116383E-1,2.908582687E-1,2.040758393E0
2.498464548E2,1.496511459E0,3.340017796E-1,1.025416374E0,1.844609031E0
2.498514907E2,9.710299969E-1,4.991374016E-1,1.721218109E0,2.038290750E0
2.498565267E2,4.292311072E-1,6.008617878E-1,2.335831642E0,2.449772171E0
2.498615627E2,-1.535380781E-1,6.521348953E-1,2.934472084E0,3.009980112E0
2.498665986E2,-7.611250877E-1,6.328456402E-1,3.429066658E0,3.569075952E0
2.498716346E2,-1.497687697E0,4.278872013E-1,3.587889671E0,3.911407444E0
2.498766705E2,-2.182598114E0,5.209565163E-2,3.533105850E0,4.153225907E0
2.498817065E2,-2.623752117E0,-2.879230976E-1,3.276504517E0,4.207428755E0
2.498867425E2,-2.731543541E0,-4.453227520E-1,2.966050148E0,4.056734641E0
2.498917785E2,-2.555001259E0,-4.885354042E-1,2.579709053E0,3.663549791E0
2.498968144E2,-2.246267796E0,-4.500923157E-1,2.116962433E0,3.119267870E0
2.499018504E2,-1.839788198E0,-4.511208534E-1,1.649101257E0,2.511546455E0
2.499068863E2,-1.366606712E0,-5.627105236E-1,1.407759666E0,2.041089003E0
2.499119223E2,-8.998526335E-1,-7.486360073E-1,1.378256798E0,1.808253974E0
2.499169582E2,-4.072194099E-1,-9.228813648E-1,1.467211723E0,1.780518998E0
2.499219942E2,2.802671194E-1,-9.304122925E-1,1.617381096E0,1.886832876E0
2.499270302E2,9.732121825E-1,-7.648410797E-1,1.850656509E0,2.226444103E0
2.499320662E2,1.482222557E0,-4.341857433E-1,2.078922272E0,2.589868487E0
2.499371022E2,1.655756831E0,-4.961602688E-1,2.209234238E0,2.805070697E0
2.499421381E2,1.805840492E0,-3.790767193E-1,2.375831604E0,3.008211238E0
2.499471741E2,1.882424831E0,-1.744005680E-1,2.401913643E0,3.056653064E0
2.499522100E2,1.863868117E0,1.249959469E-1,2.321105957E0,2.979456529E0
2.499572460E2,1.681809425E0,2.346172333E-1,2.308181763E0,2.865524601E0
2.499622819E2,1.129741311E0,1.645205021E-1,2.549703598E0,2.793630409E0
2.499673179E2,3.420553207E-1,7.030296326E-2,2.564837456E0,2.588500632E0
2.499723539E2,-5.214786530E-1,-1.317696571E-1,2.569067955E0,2.624769206E0
2.499773899E2,-1.366784573E0,-3.460481167E-1,2.485763550E0,2.857773573E0
2.499824258E2,-2.230172157E0,-6.421048641E-1,2.274067879E0,3.249207784E0
2.499874618E2,-2.956032276E0,-8.762660027E-1,1.979159355E0,3.663746809E0
2.499924977E2,-3.354401588E0,-1.033947468E0,1.775338173E0,3.933558568E0
2.499975337E2,-3.450212002E0,-1.021468163E0,1.674081802E0,3.968615621E0
2.500025697E2,-3.261349678E0,-8.454976082E-1,1.473938942E0,3.677467054E0
2.500076056E2,-2.864825010E0,-5.796365738E-1,1.258352280E0,3.182239990E0
2.500126416E2,-2.356040239E0,-4.219574928E-1,1.158697128E0,2.659239134E0
2.500176776E2,-1.816212535E0,-3.503401279E-1,1.035971642E0,2.120047976E0
2.500227135E2,-1.302919865E0,-3.645801544E-1,9.163999557E-1,1.634107629E0
2.500277495E2,-8.069103956E-1,-3.619906902E-1,8.095321655E-1,1.198951197E0
2.500327854E2,-3.969458342E-1,-4.244589806E-1,8.782491684E-1,1.053115864E0
2.500378214E2,-4.245209694E-2,-5.070536137E-1,1.113334656E0,1.224099507E0
2.500428574E2,2.555246353E-1,-5.936737061E-1,1.249673843E0,1.406920759E0
2.500478934E2,4.620641470E-1,-6.563994884E-1,1.302197456E0,1.529732584E0
2.500529293E2,4.985498190E-1,-7.749221325E-1,1.328701973E0,1.616943155E0
2.500579653E2,4.842154980E-1,-1.007490158E0,1.240963936E0,1.670177403E0
2.500630012E2,5.240594149E-1,-1.316630363E0,1.221110344E0,1.870632047E0
2.500680372E2,6.653995514E-1,-1.509064317E0,1.218912125E0,2.050799464E0
2.500730731E2,9.050167799E-1,-1.425050139E0,9.999694824E-1,1.962081099E0
2.500781091E2,1.125041842E0,-1.291932821E0,7.389144897E-1,1.865691342E0
2.500831451E2,1.289203882E0,-1.166866064E0,3.758230209E-1,1.779007028E0
2.500881811E2,1.390180111E0,-1.068402052E0,-2.007961273E-2,1.753421477E0
2.500932170E2,1.449502349E0,-9.981200695E-1,-3.773012161E-1,1.799904703E0
2.500982530E2,1.498010635E0,-8.955042362E-1,-7.679233551E-1,1.906743292E0
2.501032889E2,1.501971483E0,-7.407729626E-1,-1.196974754E0,2.058497384E0
2.501083249E2,1.564570189E0,-5.814340115E-1,-1.556859970E0,2.282489507E0
2.501133609E2,1.643999696E0,-4.243354797E-1,-1.725545883E0,2.420806517E0
2.501183968E2,1.731615186E0,-2.907710075E-1,-1.779663563E0,2.500048265E0
2.501234328E2,1.698261261E0,-1.710116863E-1,-1.910689831E0,2.562044484E0
2.501284688E2,1.567140579E0,-8.656001091E-2,-2.080432415E0,2.606073918E0
2.501335047E2,1.330797553E0,-4.689931870E-2,-2.260226250E0,2.623326966E0
2.501385407E2,1.007443309E0,-1.573455334E-1,-2.165180206E0,2.393262410E0
2.501435766E2,6.753737926E-1,-3.604884148E-1,-1.998496532E0,2.140109821E0
2.501486126E2,4.957085848E-1,-4.628720284E-1,-1.896273613E0,2.013909415E0
2.501536486E2,5.239017010E-1,-3.978502750E-1,-1.843913555E0,1.957747438E0
2.501586845E2,6.193680763E-1,-1.946208477E-1,-1.774175644E0,1.889230876E0
2.501637205E2,6.752884388E-1,-4.459619522E-3,-1.650909424E0,1.783686152E0
2.501687565E2,7.563837767E-1,1.197712421E-1,-1.617547989E0,1.789671217E0
2.501737924E2,8.283894062E-1,2.017228603E-1,-1.671610355E0,1.876486691E0
2.501788284E2,8.951748013E-1,2.412476540E-1,-1.679178715E0,1.918118743E0
2.501838643E2,1.039009333E0,2.836024761E-1,-1.779159546E0,2.079754660E0
2.501889003E2,1.284841895E0,3.169600964E-1,-1.959741592E0,2.364713409E0
2.501939363E2,1.502293110E0,3.538441658E-1,-2.225995541E0,2.708716749E0
2.501989723E2,1.652439237E0,3.186967373E-1,-2.559152126E0,3.062904283E0
2.502040082E2,1.737404823E0,1.744849682E-1,-2.859174728E0,3.350209046E0
2.502090442E2,1.780775070E0,-3.717851639E-2,-3.026049137E0,3.511340979E0
2.502140801E2,1.831865549E0,-1.553969383E-1,-3.206171989E0,3.695865044E0
2.502191161E2,1.947311640E0,-1.273391247E-1,-3.323237419E0,3.853848053E0
2.502241520E2,1.937792778E0,-5.319142342E-2,-3.293807507E0,3.821915497E0
2.502291880E2,1.887478352E0,-4.551410675E-3,-3.261503696E0,3.768288949E0
2.502342240E2,1.768743992E0,1.667780876E-1,-2.955885410E0,3.448699581E0
2.502392600E2,1.727999806E0,3.958249092E-1,-2.750083923E0,3.271944724E0
2.502442959E2,1.509694338E0,3.593499660E-1,-2.485907555E0,2.930536770E0
2.502493319E2,1.130275965E0,2.481772900E-1,-1.954801083E0,2.271643237E0
2.502543678E2,9.472448826E-1,3.868579865E-1,-1.555982590E0,1.862260398E0
2.502594038E2,9.352614880E-1,6.641020775E-1,-1.173995972E0,1.641344620E0
2.502644398E2,1.007897735E0,1.009416819E0,-5.906248093E-1,1.543896960E0
2.502694757E2,1.212665319E0,1.354899168E0,-1.124954224E-2,1.818360659E0
2.502745117E2,1.460471630E0,1.635244608E0,5.382366180E-1,2.257587422E0
2.502795477E2,1.639847636E0,1.826024055E0,9.528932571E-1,2.632768444E0
2.502845836E2,1.800947189E0,1.948558569E0,1.170754433E0,2.900165033E0
2.502896196E2,1.974628210E0,2.065108538E0,1.364151001E0,3.166186633E0
2.502946555E2,2.143070698E0,2.135597944E0,1.429961205E0,3.346389045E0
2.502996915E2,2.139510870E0,2.134578943E0,1.408520699E0,3.334346201E0
2.503047275E2,2.021075010E0,2.082444191E0,1.186839104E0,3.135267941E0
2.503097635E2,1.771138906E0,1.862918139E0,1.073070526E0,2.785476148E0
2.503147994E2,1.498197556E0,1.534054518E0,1.061959267E0,2.392838620E0
2.503198354E2,1.303917408E0,1.187326670E0,1.045470238E0,2.050110545E0
2.503248713E2,1.177995920E0,9.026396275E-1,9.633932114E-1,1.769338624E0
2.503299073E2,9.600422978E-1,5.998098850E-1,8.990240097E-1,1.445578528E0
2.503349432E2,5.709447861E-1,3.090214729E-1,8.111019135E-1,1.038921813E0
2.503399792E2,1.756121516E-1,-6.815433502E-3,7.135314941E-1,7.348559526E-1
2.503450152E2,-7.467550039E-2,-2.228114605E-1,8.692398071E-1,9.004439014E-1
2.503500512E2,-3.239363432E-2,-2.914249897E-1,1.299708366E0,1.332373713E0
2.503550871E2,1.457415223E-1,-2.780158520E-1,1.808941841E0,1.835974943E0
2.503601231E2,2.312908173E-1,-2.054669857E-1,2.287484169E0,2.308310193E0
2.503651590E2,6.497257948E-2,-1.496894360E-1,2.807844162E0,2.812581946E0
2.503701950E2,-4.002022147E-1,-2.346243858E-1,3.334900856E0,3.367012642E0
2.503752310E2,-1.013311505E0,-4.379594326E-1,3.828625679E0,3.984593237E0
2.503802669E2,-1.440318227E0,-6.752777100E-1,4.258528709E0,4.545941415E0
2.503853029E2,-1.493745208E0,-8.378243446E-1,4.517414093E0,4.831175268E0
2.503903389E2,-1.133827806E0,-8.905661106E-1,4.615251541E0,4.835206333E0
2.503953748E2,-3.896619678E-1,-8.046154976E-1,4.434941292E0,4.524151502E0
2.504004108E2,5.737164021E-1,-6.100540161E-1,4.000342369E0,4.087059515E0
2.504054467E2,1.579676628E0,-3.123340607E-1,3.468963623E0,3.824478975E0
2.504104827E2,2.592247486E0,-1.032867432E-1,2.694370270E0,3.740327035E0
2.504155187E2,3.346734047E0,-6.705403328E-2,2.130590439E0,3.967939093E0
2.504205547E2,3.939838648E0,-3.242778778E-2,1.745903969E0,4.309473379E0
2.504255906E2,4.427329063E0,5.867314339E-2,1.437075615E0,4.655090922E0
2.504306266E2,4.819701195E0,1.870772839E-1,1.383400917E0,5.017799878E0
2.504356625E2,5.048876762E0,2.972249985E-1,1.544184685E0,5.288100377E0
2.504406985E2,5.003019333E0,3.975079060E-1,1.871786118E0,5.356472557E0
2.504457344E2,4.794514179E0,4.863748550E-1,2.165669441E0,5.283374948E0
2.504507704E2,4.215169907E0,4.807114601E-1,2.660801888E0,5.007854584E0
2.504558064E2,3.381509781E0,4.481580257E-1,3.041836739E0,4.570363745E0
2.504608424E2,2.450763702E0,2.982969284E-1,3.452961922E0,4.244781480E0
2.504658783E2,1.626179457E0,1.777493954E-1,3.975996971E0,4.299372790E0
2.504709143E2,9.002193213E-1,6.342482567E-2,4.419993401E0,4.511181574E0
2.504759502E2,4.752565622E-1,2.593374252E-2,4.620381355E0,4.644832099E0
2.504809862E2,3.359884024E-1,1.246850491E-1,4.567981720E0,4.582018285E0
2.504860222E2,4.587867260E-1,2.572345734E-1,4.473469734E0,4.504285332E0
2.504910581E2,7.177959085E-1,3.410840034E-1,4.236268997E0,4.310167547E0
2.504960941E2,8.455623984E-1,2.728600502E-1,3.782000542E0,3.884965441E0
2.505011301E2,8.727959394E-1,-2.904891968E-2,3.146223068E0,3.265170162E0
2.505061660E2,1.006724119E0,-2.708544731E-1,2.383537292E0,2.601558307E0
2.505112020E2,1.273290277E0,-2.308642864E-1,1.773263931E0,2.195229240E0
2.505162379E2,1.557655931E0,-1.038947105E-1,1.192723274E0,1.964605537E0
2.505212739E2,1.743567467E0,-2.375891209E-1,8.661794662E-1,1.961311543E0
2.505263099E2,1.802725554E0,-4.676566124E-1,5.824108124E-1,1.951339151E0
2.505313458E2,1.676726460E0,-7.833080292E-1,2.116565704E-1,1.862734977E0
2.505363818E2,1.428725123E0,-1.114563465E0,-1.292724609E-1,1.816650370E0
2.505414178E2,1.267969608E0,-1.363347054E0,-3.019828796E-1,1.886174906E0
2.505464537E2,1.119072556E0,-1.530058622E0,-3.187675476E-1,1.922242317E0
2.505514897E2,9.685644507E-1,-1.634674549E0,-2.635135651E-1,1.918258944E0
2.505565256E2,9.340794086E-1,-1.724008799E0,-1.792087555E-1,1.968965834E0
2.505615616E2,1.013886094E0,-1.806669831E0,1.563930511E-2,2.071778337E0
2.505665976E2,1.144670367E0,-1.951097965E0,2.088689804E-1,2.271712960E0
2.505716336E2,1.287902474E0,-2.129725456E0,4.582614899E-1,2.530696919E0
2.505766695E2,1.304595470E0,-2.601821899E0,6.373796463E-1,2.979546837E0
2.505817055E2,1.368105650E0,-3.006436348E0,5.956611633E-1,3.356364820E0
2.505867414E2,1.732823610E0,-3.195530653E0,2.328500748E-1,3.642569557E0
2.505917774E2,2.207190752E0,-3.164020538E0,-1.757802963E-1,3.861815078E0
2.505968134E2,2.859759808E0,-3.099835873E0,-5.944080353E-1,4.259170049E0
2.506018493E2,3.595245600E0,-2.929710865E0,-9.752731323E-1,4.739214530E0
2.506068853E2,4.314335346E0,-2.831582069E0,-1.311278820E0,5.324546801E0
2.506119213E2,4.686021805E0,-2.806582928E0,-1.420720100E0,5.643948413E0
2.506169572E2,4.925405979E0,-2.671917439E0,-1.720134735E0,5.861538225E0
2.506219932E2,5.004464149E0,-2.448911190E0,-2.056381702E0,5.938899995E0
2.506270291E2,4.925883293E0,-2.223833561E0,-2.247698784E0,5.853367556E0
2.506320651E2,4.594542980E0,-2.021238804E0,-2.193591118E0,5.477871255E0
2.506371011E2,3.984602928E0,-1.880712152E0,-1.999047279E0,4.838422131E0
2.506421370E2,3.107189894E0,-1.899832487E0,-1.558153152E0,3.961291931E0
2.506471730E2,2.125392675E0,-2.235582829E0,-9.805402756E-1,3.236755141E0
2.506522090E2,9.942452908E-1,-2.662420273E0,-1.873965740E0,3.404225757E0
2.506572449E2,-2.299993634E-1,-3.328020573E0,-2.295454979E0,4.049411587E0
2.506622809E2,-8.857054114E-1,-3.831238031E0,-1.845750809E0,4.343921613E0
2.506673168E2,-8.862143159E-1,-3.876570940E0,-1.692342281E0,4.321712677E0
2.506723528E2,-4.753470421E-1,-3.653161287E0,-2.059654236E0,4.220630021E0
2.506773888E2,1.721284688E-1,-3.367974997E0,-2.194214821E0,4.023364571E0
2.506824248E2,9.720653296E-1,-3.134238005E0,-2.381401539E0,4.054556963E0
2.506874607E2,1.817476392E0,-3.074964046E0,-2.588173389E0,4.411039086E0
2.506924967E2,2.566048145E0,-3.158297062E0,-2.867415905E0,4.978103794E0
2.506975326E2,3.173340559E0,-3.118779182E0,-3.013416290E0,5.373783735E0
2.507025686E2,3.686085463E0,-2.763294220E0,-3.069246769E0,5.535638781E0
2.507076045E2,4.053271294E0,-2.209983826E0,-3.118476391E0,5.571169688E0
2.507126405E2,4.040103436E0,-1.696617723E0,-2.763810158E0,5.180694360E0
2.507176765E2,3.745215893E0,-1.377230644E0,-2.165514946E0,4.540138909E0
2.507227125E2,3.225862503E0,-1.272037268E0,-1.617516994E0,3.826307479E0
2.507277484E2,2.505574465E0,-1.093021393E0,-8.466291428E-1,2.861709292E0
2.507327844E2,1.683682561E0,-8.582553864E-1,-2.855319977E-1,1.911260787E0
2.507378203E2,5.827017426E-1,-6.115379333E-1,3.459787369E-1,9.128095372E-1
2.507428563E2,-6.648128629E-1,-3.940138817E-1,8.375244141E-1,1.139592131E0
2.507478923E2,-1.910863876E0,-1.057987213E-1,1.213394165E0,2.266036082E0
2.507529282E2,-2.852757692E0,3.262693882E-1,1.588866234E0,3.281641978E0
2.507579642E2,-3.436191797E0,9.034996033E-1,2.138909340E0,4.147126567E0
2.507630002E2,-3.664196014E0,1.632289886E0,2.643666267E0,4.804130935E0
2.507680361E2,-3.582880020E0,2.335231066E0,2.971959114E0,5.207962591E0
2.507730721E2,-3.336473942E0,2.878787518E0,3.016483307E0,5.340285337E0
2.507781080E2,-2.976165295E0,3.061322927E0,2.791601181E0,5.101205258E0
2.507831440E2,-2.513392687E0,2.897342205E0,2.356759071E0,4.501782755E0
2.507881800E2,-2.106124878E0,2.525470972E0,1.761737823E0,3.730614667E0
2.507932160E2,-1.630042434E0,2.241092205E0,1.355400085E0,3.084905509E0
2.507982519E2,-1.169252992E0,2.137650967E0,9.746751785E-1,2.624251497E0
2.508032879E2,-1.010043383E0,1.935912848E0,6.931982040E-1,2.290953936E0
2.508083238E2,-1.045735598E0,1.665544033E0,2.592487335E-1,1.983635494E0
2.508133598E2,-1.338394284E0,1.284883976E0,-6.943988800E-2,1.856622738E0
2.508183957E2,-1.705880165E0,8.242516518E-1,-4.277048111E-1,1.942253673E0
2.508234317E2,-1.932981491E0,5.173263550E-1,-8.833818436E-1,2.187328847E0
2.508284677E2,-1.901660323E0,3.655691147E-1,-1.272218704E0,2.317000905E0
2.508335037E2,-1.662084103E0,3.628859520E-1,-1.310297966E0,2.147344997E0
2.508385396E2,-1.263990045E0,4.954595566E-1,-1.110650063E0,1.754050902E0
2.508435756E2,-9.366530180E-1,6.628518105E-1,-8.288993835E-1,1.415544272E0
2.508486115E2,-8.921070695E-1,7.783675194E-1,-2.470207214E-1,1.209433857E0
2.508536475E2,-9.516320825E-1,7.572956085E-1,4.679517746E-1,1.303103650E0
2.508586835E2,-1.131654739E0,6.655073166E-1,1.261601448E0,1.820763755E0
2.508637194E2,-1.370180607E0,5.684309006E-1,2.232769966E0,2.680628715E0
2.508687554E2,-1.646866679E0,5.882711411E-1,3.272315979E0,3.710294417E0
2.508737914E2,-1.913217664E0,6.457796097E-1,4.429174423E0,4.867752993E0
2.508788273E2,-2.243980408E0,6.189970970E-1,5.481688499E0,5.955460879E0
2.508838633E2,-2.520819187E0,5.203499794E-1,6.275071144E0,6.782463515E0
2.508888992E2,-2.605835438E0,5.154929161E-1,6.965438843E0,7.454760194E0
2.508939352E2,-2.463686466E0,4.976677895E-1,7.450285912E0,7.862835646E0
2.508989712E2,-2.218029499E0,4.228081703E-1,7.847198486E0,8.165595244E0
2.509040072E2,-1.864888072E0,2.809996605E-1,8.070221901E0,8.287656476E0
2.509090431E2,-1.447638869E0,1.226115227E-1,8.031014442E0,8.161365379E0
2.509140791E2,-9.277127981E-1,-1.113510132E-2,7.717780113E0,7.773345798E0
2.509191150E2,-4.685457945E-1,-2.055654526E-1,7.358016014E0,7.375784160E0
2.509241510E2,-1.843372583E-1,-4.549922943E-1,6.997456551E0,7.014655828E0
2.509291869E2,-1.247009039E-1,-8.444499969E-1,6.645838737E0,6.700434213E0
2.509342229E2,-1.944929361E-1,-1.136143923E0,6.078388214E0,6.186715914E0
2.509392589E2,-1.991119385E-1,-1.262133598E0,5.378787041E0,5.528469663E0
2.509442949E2,-1.142396927E-1,-1.295455217E0,4.680634499E0,4.857941358E0
2.509493308E2,-5.062592030E-2,-1.287641048E0,3.811104774E0,4.023071222E0
2.509543668E2,5.239582062E-2,-1.306795597E0,2.805319786E0,3.095202603E0
2.509594027E2,1.552221775E-1,-1.315491915E0,1.800998688E0,2.235667501E0
2.509644387E2,3.480907679E-1,-1.364871502E0,9.214134216E-1,1.683164904E0
2.509694747E2,5.655326843E-1,-1.424826145E0,6.487178802E-2,1.534328879E0
2.509745106E2,8.596411943E-1,-1.549461842E0,-6.881575584E-1,1.900888163E0
2.509795466E2,1.298000097E0,-1.623162985E0,-1.113558769E0,2.357853995E0
2.509845826E2,1.744922876E0,-1.556214809E0,-1.583258152E0,2.823697355E0
2.509896185E2,2.051316977E0,-1.390919209E0,-2.294260025E0,3.377304642E0
2.509946545E2,2.209751844E0,-1.303749561E0,-2.797425270E0,3.795833805E0
2.509996904E2,2.104727030E0,-1.442733288E0,-2.899309635E0,3.862298742E0
2.510047264E2,1.858029366E0,-1.700026751E0,-2.805813789E0,3.770272549E0
2.510097624E2,1.535979748E0,-1.999622822E0,-2.571544647E0,3.601467352E0
2.510147984E2,1.291023850E0,-2.168099642E0,-1.920647144E0,3.171164469E0
2.510198343E2,1.209792852E0,-2.194874287E0,-1.340525627E0,2.842196481E0
2.510248703E2,1.219735503E0,-2.088248968E0,-9.716510773E-1,2.606270183E0
2.510299062E2,1.410650253E0,-1.918682575E0,-7.343759537E-1,2.492104533E0
2.510349422E2,1.644794822E0,-1.924211502E0,-4.485545158E-1,2.570824977E0
2.510399781E2,1.779789448E0,-2.127219439E0,-1.663084030E-1,2.778555651E0
2.510450141E2,1.974687934E0,-2.365661621E0,6.489086151E-2,3.082200215E0
2.510500501E2,2.449006557E0,-2.477350473E0,2.788496017E-1,3.494661012E0
2.510550861E2,3.066510677E0,-2.479450703E0,5.069532394E-1,3.975948328E0
2.510601220E2,3.586464167E0,-2.439593315E0,8.286523819E-1,4.415994286E0
2.510651580E2,3.969874382E0,-2.461527824E0,1.127561569E0,4.805248894E0
2.510701939E2,4.089417458E0,-2.543932199E0,1.612816811E0,5.078986537E0
2.510752299E2,4.178896427E0,-2.581847906E0,1.847091675E0,5.247938797E0
2.510802659E2,4.397076130E0,-2.646193266E0,1.588714600E0,5.372209171E0
2.510853018E2,4.452313423E0,-2.707649231E0,1.371131897E0,5.388363560E0
2.510903378E2,4.387257576E0,-2.729934454E0,1.043259621E0,5.271523669E0
2.510953738E2,4.292053699E0,-2.673680544E0,5.803585052E-1,5.089902613E0
2.511004097E2,4.014290333E0,-2.719599724E0,-3.522682190E-2,4.848916422E0
2.511054457E2,3.579636335E0,-2.836416960E0,-1.626758575E-1,4.570067931E0
2.511104816E2,3.542293549E0,-2.864177704E0,-3.428635597E-1,4.568250532E0
2.511155176E2,3.535302162E0,-2.870249748E0,-2.982330322E-1,4.563511580E0
2.511205536E2,3.594148636E0,-2.840204239E0,-3.902611732E-1,4.597495875E0
2.511255895E2,4.338545799E0,-2.751949310E0,-6.502432823E-1,5.178708428E0
2.511306255E2,4.579090595E0,-2.877945423E0,-7.816529274E-1,5.464578834E0
2.511356615E2,4.663119793E0,-3.000281096E0,-8.923001289E-1,5.616277448E0
2.511406974E2,4.880700588E0,-3.047047377E0,-1.025306702E0,5.844398154E0
2.511457334E2,5.043319702E0,-3.041771650E0,-1.243092060E0,6.019362612E0
2.511507693E2,5.130064964E0,-3.086933613E0,-1.395141125E0,6.147612905E0
2.511558053E2,4.976388931E0,-3.223021269E0,-1.455260277E0,6.104923863E0
2.511608413E2,4.737629890E0,-3.232266188E0,-1.564757824E0,5.944842196E0
2.511658773E2,4.456957817E0,-3.268031836E0,-1.577581882E0,5.747457669E0
2.511709132E2,3.953408957E0,-3.402446032E0,-1.318868637E0,5.380101844E0
2.511759492E2,3.368722916E0,-3.537898302E0,-1.037155628E0,4.994067508E0
2.511809851E2,2.712491274E0,-3.672740459E0,-7.606081963E-1,4.628731600E0
2.511860211E2,2.003756046E0,-3.764859200E0,-4.502873421E-1,4.288585055E0
2.511910570E2,1.340158463E0,-3.851052284E0,-1.630287170E-1,4.080834077E0
2.511960930E2,8.190401793E-1,-3.884233475E0,3.230381012E-2,3.969778336E0
2.512011290E2,5.258426666E-1,-3.867329836E0,1.528472900E-1,3.905907432E0
2.512061650E2,4.672847986E-1,-3.774081945E0,1.867022514E-1,3.807480446E0
2.512112009E2,7.194724679E-1,-3.623270750E0,1.121120453E-1,3.695713824E0
2.512162369E2,1.097766399E0,-3.445122004E0,-1.265010834E-1,3.618004866E0
2.512212728E2,1.534650326E0,-3.257643461E0,-4.940080643E-1,3.634753982E0
2.512263088E2,2.072787762E0,-3.054806471E0,-8.908343315E-1,3.797614710E0
2.512313448E2,2.551767826E0,-2.902554989E0,-1.198194027E0,4.046234475E0
2.512363807E2,2.942661285E0,-2.728488207E0,-1.469332695E0,4.273504640E0
2.512414167E2,3.159413815E0,-2.584972620E0,-1.565840244E0,4.372165913E0
2.512464527E2,3.271770477E0,-2.431267738E0,-1.502295017E0,4.344241613E0
2.512514886E2,3.246374130E0,-2.212538004E0,-1.352907658E0,4.155072628E0
2.512565246E2,3.165298939E0,-1.988916159E0,-1.093552113E0,3.894966121E0
2.512615605E2,2.962557316E0,-1.839849472E0,-7.453083992E-1,3.566129069E0
2.512665965E2,2.718614340E0,-1.715342522E0,-3.006167412E-1,3.228565366E0
2.512716325E2,2.425122499E0,-1.577434540E0,1.213173866E-1,2.895554657E0
2.512766685E2,2.042327881E0,-1.503010750E0,4.779133797E-1,2.580415797E0
2.512817044E2,1.474727154E0,-1.430282116E0,8.389658928E-1,2.219096861E0
2.512867404E2,7.532027960E-1,-1.390877724E0,1.106790543E0,1.930502680E0
